Date,Upper Stillwater,Beaver Divide,Brighton,Brown Duck,Chepeta,Currant Creek,Five Points Lake,Hayden Fork,Kings Cabin,Lakefork #1,Lakefork Basin,Mill-D North,Mining Fork,Mosby Mtn.,Parleys Summit,Rock Creek,Rocky Basin-Settleme,Smith  Morehouse,Snowbird,Thaynes Canyon,Timpanogos Divide,Trial Lake,Trout Creek
1990-12-09,9633.0,1.042857142857143,4.9142857142857155,3.414285714285714,4.328571428571428,0.8,3.542857142857143,2.9,2.1285714285714286,3.6571428571428575,3.4,4.2,1.4,2.6,2.6,1.8571428571428572,3.914285714285714,2.042857142857143,6.1,3.4714285714285715,4.0,3.957142857142857,2.6
1990-12-16,9754.142857142857,1.5285714285714285,5.485714285714286,3.942857142857143,5.0,1.1285714285714286,4.2,3.1714285714285713,2.457142857142857,4.185714285714286,3.7285714285714286,4.6571428571428575,1.5714285714285714,3.0,3.1285714285714286,2.0714285714285716,4.3428571428571425,2.4714285714285715,6.6571428571428575,3.971428571428571,4.457142857142857,4.357142857142857,2.8000000000000003
1990-12-23,9870.42857142857,2.4714285714285715,7.485714285714286,5.442857142857143,6.357142857142857,2.2285714285714286,5.2,3.8714285714285714,3.6714285714285713,5.671428571428572,4.799999999999999,6.485714285714286,2.1857142857142855,4.371428571428572,4.457142857142857,3.2142857142857144,5.557142857142858,3.442857142857143,8.785714285714286,5.671428571428571,6.314285714285715,5.771428571428571,4.257142857142857
1990-12-30,9969.42857142857,2.7,8.157142857142857,5.9,6.957142857142857,2.8,5.642857142857143,4.157142857142857,4.285714285714286,6.2,5.1,7.085714285714286,2.3857142857142857,5.114285714285714,4.942857142857143,3.757142857142857,6.042857142857143,3.957142857142857,9.457142857142857,6.128571428571428,7.0,6.157142857142857,4.9
1991-01-06,10039.142857142857,2.857142857142857,8.428571428571429,5.985714285714286,7.5,2.8,5.828571428571428,4.328571428571428,4.5857142857142845,6.614285714285715,5.2,7.7,2.6,5.271428571428571,5.3,3.8428571428571425,6.2,4.514285714285714,9.871428571428572,6.371428571428572,7.0,6.328571428571428,4.9142857142857155
1991-01-13,10100.42857142857,3.2857142857142856,8.957142857142857,6.2,7.814285714285715,3.1,6.057142857142857,4.614285714285714,4.7,7.257142857142857,5.7,8.028571428571428,3.0714285714285716,5.542857142857143,5.642857142857143,3.9,6.457142857142857,4.871428571428572,10.485714285714286,6.785714285714286,7.328571428571429,6.871428571428572,5.1
1991-01-20,9890.857142857143,4.414285714285714,11.071428571428571,7.057142857142857,8.428571428571429,3.5285714285714285,6.6000000000000005,5.471428571428571,5.228571428571429,7.5,7.142857142857143,10.62857142857143,5.1000000000000005,5.728571428571429,8.385714285714286,4.057142857142857,7.885714285714285,5.8428571428571425,14.4,8.242857142857144,8.7,8.571428571428571,5.6571428571428575
1991-01-27,9358.42857142857,4.757142857142857,11.9,7.3,8.685714285714285,3.8,6.8,5.771428571428571,5.4,7.5,7.614285714285714,11.371428571428572,5.7,5.742857142857143,9.5,4.3,8.4,6.271428571428571,15.828571428571427,8.957142857142857,9.0,8.928571428571429,5.9
1991-02-03,8653.57142857143,4.7,11.9,7.4,8.9,3.8,6.928571428571429,5.885714285714286,5.4,7.185714285714285,7.885714285714286,11.485714285714286,5.7,5.6,9.5,4.4,8.4,6.414285714285714,15.985714285714286,9.185714285714285,9.0,8.742857142857144,5.8
1991-02-10,8621.285714285714,4.7,11.7,7.4,8.9,3.857142857142857,7.142857142857143,5.9,5.4,7.0,7.9,11.557142857142859,5.7,5.671428571428572,9.5,4.4714285714285715,8.4,6.571428571428571,16.0,9.2,9.0,8.7,5.885714285714286
1991-02-17,8568.857142857143,5.114285714285714,12.428571428571429,7.8428571428571425,8.985714285714286,4.0,8.057142857142857,6.2,5.457142857142857,7.171428571428572,8.6,12.428571428571429,5.885714285714286,5.871428571428572,9.771428571428572,4.357142857142857,8.771428571428572,7.028571428571429,17.17142857142857,9.671428571428573,9.228571428571428,9.428571428571429,5.9
1991-02-24,8540.42857142857,5.985714285714286,14.357142857142858,8.485714285714286,9.185714285714285,4.128571428571428,8.8,6.985714285714286,5.914285714285714,7.4,9.557142857142859,14.185714285714285,7.385714285714286,6.457142857142857,11.042857142857143,4.6,10.1,8.385714285714286,20.3,10.6,10.5,10.985714285714286,6.028571428571429
1991-03-03,8495.857142857143,6.271428571428571,15.171428571428573,8.928571428571429,9.671428571428573,4.242857142857143,9.142857142857142,7.5857142857142845,6.314285714285715,7.714285714285714,10.071428571428571,14.728571428571428,8.200000000000001,6.8428571428571425,12.657142857142857,4.799999999999999,10.757142857142856,8.671428571428573,21.37142857142857,11.685714285714285,10.785714285714286,11.571428571428571,6.428571428571429
1991-03-10,8497.57142857143,7.885714285714286,18.2,11.642857142857142,11.528571428571428,5.442857142857143,12.028571428571428,9.671428571428573,6.9,9.857142857142858,13.271428571428572,16.52857142857143,9.757142857142856,9.171428571428573,14.557142857142859,6.314285714285715,12.6,9.771428571428572,25.414285714285715,14.62857142857143,13.671428571428573,15.214285714285714,7.8999999999999995
1991-03-17,8510.285714285714,8.5,19.400000000000002,12.457142857142857,12.442857142857141,5.871428571428572,12.742857142857144,10.62857142857143,7.6571428571428575,10.62857142857143,14.157142857142857,17.257142857142856,10.642857142857142,9.942857142857141,15.385714285714286,7.114285714285714,13.042857142857143,10.171428571428573,27.057142857142857,16.014285714285712,14.585714285714285,16.157142857142855,8.685714285714285
1991-03-24,8503.42857142857,8.885714285714284,20.571428571428573,13.228571428571428,13.257142857142856,6.385714285714286,13.1,11.37142857142857,8.442857142857143,11.471428571428572,14.985714285714286,18.400000000000002,12.057142857142859,10.857142857142858,16.214285714285715,7.771428571428571,13.857142857142858,10.9,28.714285714285715,17.3,15.828571428571431,17.014285714285712,9.271428571428572
1991-03-31,8486.142857142857,9.642857142857142,21.82857142857143,14.214285714285714,13.928571428571429,6.528571428571429,14.357142857142858,12.271428571428572,8.871428571428572,12.314285714285715,16.5,19.428571428571427,13.057142857142855,11.528571428571428,16.82857142857143,8.085714285714285,15.0,11.714285714285714,30.271428571428572,18.428571428571427,16.814285714285713,18.357142857142858,9.828571428571427
1991-04-07,8137.571428571428,7.014285714285714,22.32857142857143,14.6,14.142857142857142,6.257142857142857,14.771428571428572,11.428571428571429,8.4,12.171428571428573,17.042857142857144,19.014285714285712,12.714285714285714,11.528571428571428,13.485714285714286,7.457142857142856,15.214285714285714,10.971428571428572,30.542857142857144,18.457142857142856,16.32857142857143,18.442857142857143,8.742857142857144
1991-04-14,5859.0,4.328571428571428,22.24285714285714,14.771428571428572,13.914285714285715,4.442857142857143,14.442857142857141,9.457142857142857,8.2,11.257142857142856,17.32857142857143,19.0,12.5,12.285714285714286,9.514285714285714,5.485714285714286,17.97142857142857,10.142857142857142,31.17142857142857,17.885714285714286,14.485714285714286,18.271428571428572,8.2
1991-04-21,3686.0,3.2714285714285714,23.0,15.057142857142859,13.771428571428572,3.185714285714286,14.357142857142858,9.285714285714286,8.542857142857143,11.285714285714286,18.04285714285714,19.428571428571427,13.185714285714285,13.571428571428571,8.87142857142857,4.5,20.02857142857143,10.185714285714285,32.285714285714285,18.357142857142858,13.62857142857143,18.7,8.785714285714286
1991-04-28,2111.714285714286,1.1142857142857143,23.942857142857143,15.228571428571428,14.085714285714285,0.8,14.457142857142857,9.557142857142859,7.114285714285714,11.471428571428572,18.842857142857145,20.82857142857143,13.271428571428572,15.314285714285715,8.457142857142857,2.3285714285714287,19.357142857142858,8.6,34.42857142857143,18.285714285714285,11.62857142857143,19.442857142857143,9.685714285714285
1991-05-05,1509.2857142857142,1.2428571428571427,26.599999999999998,16.014285714285716,14.885714285714286,0.05714285714285715,15.857142857142858,11.242857142857144,8.342857142857143,12.257142857142856,20.357142857142858,24.24285714285714,16.185714285714287,17.485714285714288,11.157142857142857,0.7428571428571429,21.771428571428572,9.200000000000001,39.142857142857146,20.571428571428573,12.085714285714285,21.157142857142855,11.299999999999999
1991-05-12,1559.4285714285713,0.05714285714285715,26.228571428571428,16.25714285714286,14.5,0.0,16.2,10.971428571428572,6.642857142857143,10.885714285714286,20.32857142857143,23.585714285714285,15.485714285714286,16.12857142857143,8.757142857142856,0.0,21.3,7.385714285714286,39.57142857142857,19.571428571428573,9.442857142857141,21.928571428571427,10.085714285714285
1991-05-19,1627.7142857142858,0.0,24.771428571428572,14.757142857142856,10.87142857142857,0.0,14.028571428571428,8.7,0.8714285714285713,7.757142857142858,18.914285714285715,21.957142857142856,14.314285714285715,12.042857142857143,4.1,0.0,20.8,4.442857142857143,39.457142857142856,17.857142857142858,5.1571428571428575,21.014285714285712,5.971428571428571
1991-05-26,2540.4285714285716,0.0,19.2,12.142857142857142,7.3999999999999995,0.0,10.299999999999999,2.185714285714286,0.0,2.4285714285714284,15.514285714285714,15.814285714285715,7.914285714285714,4.785714285714286,0.0,0.0,18.557142857142857,0.09999999999999999,36.371428571428574,11.685714285714285,0.18571428571428572,15.571428571428571,0.3857142857142857
1991-06-02,6259.0,0.0,11.842857142857143,11.12857142857143,4.714285714285714,0.0,9.142857142857142,0.0,0.0,0.6857142857142857,14.6,9.085714285714285,1.5,0.21428571428571427,0.0,0.0,13.642857142857142,0.0,30.142857142857142,5.885714285714286,0.0,11.085714285714285,0.04285714285714286
1991-06-09,7696.571428571428,0.0,5.371428571428572,11.528571428571428,1.957142857142857,0.0,9.214285714285714,0.0,0.0,0.19999999999999998,14.5,2.3857142857142857,0.07142857142857142,0.0,0.0,0.0,7.442857142857143,0.0,21.97142857142857,1.5857142857142856,0.0,9.014285714285714,0.0
1991-06-16,16257.714285714286,0.0,0.0,5.6000000000000005,0.0,0.0,2.357142857142857,0.0,0.0,0.0,7.028571428571429,0.0,0.0,0.0,0.0,0.0,0.2714285714285714,0.0,5.042857142857143,0.0,0.0,1.657142857142857,0.0
1991-06-23,22864.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0
1991-06-30,26083.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-07-07,28887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-07-14,30739.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-07-21,30471.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-07-28,30537.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-08-04,30305.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-08-11,30464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-08-18,30510.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-08-25,30769.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-01,31019.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-08,29129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-15,26548.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-22,24288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-09-29,24181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
